tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2015-416,Rome Masters,Clay,56,M,20150510,48,103819,2,,Roger Federer,R,185,SUI,33.7549623546,2,8645,104731,15,,Kevin Anderson,R,203,RSA,28.9801505818,16,1925,6-3 7-5,3,R16,76,5,1,59,37,28,12,11,0,2,14,1,60,41,30,6,10,4,8
2015-416,Rome Masters,Clay,56,M,20150510,40,103819,2,,Roger Federer,R,185,SUI,33.7549623546,2,8645,104655,,,Pablo Cuevas,R,180,URU,29.3552361396,24,1502,7-6(3) 6-4,3,R32,81,8,0,59,36,33,15,11,0,0,5,0,71,39,26,22,11,3,4
2015-520,Roland Garros,Clay,128,G,20150524,124,104527,8,,Stanislas Wawrinka,R,183,SUI,30.1574264203,9,3845,103819,2,,Roger Federer,R,185,SUI,33.7932922656,2,9235,6-4 6-3 7-6(4),5,QF,129,4,0,92,50,44,26,15,4,4,7,0,112,71,48,23,16,5,8
2015-520,Roland Garros,Clay,128,G,20150524,64,103819,2,,Roger Federer,R,185,SUI,33.7932922656,2,9235,104268,,LL,Alejandro Falla,L,185,COL,31.5263518138,109,485,6-3 6-3 6-4,5,R128,110,8,0,81,58,45,15,14,2,2,2,4,109,74,48,16,14,12,16
2015-520,Roland Garros,Clay,128,G,20150524,112,103819,2,,Roger Federer,R,185,SUI,33.7932922656,2,9235,106000,,,Damir Dzumhur,R,172,BIH,23.0116358658,88,601,6-4 6-3 6-2,5,R32,88,4,1,82,53,36,19,13,4,5,3,2,81,57,32,12,14,2,8
2015-520,Roland Garros,Clay,128,G,20150524,120,103819,2,,Roger Federer,R,185,SUI,33.7932922656,2,9235,104792,13,,Gael Monfils,R,193,FRA,28.7282683094,14,2065,6-3 4-6 6-4 6-1,5,R16,130,2,1,100,61,45,25,18,2,4,6,4,122,76,47,21,18,7,13
2015-520,Roland Garros,Clay,128,G,20150524,96,103819,2,,Roger Federer,R,185,SUI,33.7932922656,2,9235,104719,,,Marcel Granollers,R,190,ESP,29.1170431211,57,845,6-2 7-6(1) 6-3,5,R64,107,3,0,77,49,40,20,15,1,3,2,3,94,62,38,14,14,3,8
2015-500,Halle,Grass,32,A,20150615,31,103819,1,,Roger Federer,R,185,SUI,33.8507871321,2,9165,104312,,,Andreas Seppi,R,190,ITA,31.3127994524,45,1020,7-6(1) 6-4,3,F,,14,0,73,53,43,10,11,4,4,1,1,84,52,34,18,11,4,5
2015-500,Halle,Grass,32,A,20150615,1,103819,1,,Roger Federer,R,185,SUI,33.8507871321,2,9165,104259,,,Philipp Kohlschreiber,R,178,GER,31.6632443532,31,1195,7-6(8) 3-6 7-6(5),3,R32,,15,2,109,78,63,13,16,3,5,4,2,108,69,50,26,17,3,4
2015-500,Halle,Grass,32,A,20150615,17,103819,1,,Roger Federer,R,185,SUI,33.8507871321,2,9165,105208,,,Ernests Gulbis,R,190,LAT,26.7898699521,86,600,6-3 7-5,3,R16,,3,4,60,40,34,11,11,2,2,4,3,56,31,25,12,10,3,5
2015-500,Halle,Grass,32,A,20150615,29,103819,1,,Roger Federer,R,185,SUI,33.8507871321,2,9165,103333,8,,Ivo Karlovic,R,208,CRO,36.2929500342,27,1250,7-6(3) 7-6(4),3,SF,,6,0,78,57,48,13,12,1,1,20,1,71,48,39,16,12,0,0
2015-500,Halle,Grass,32,A,20150615,25,103819,1,,Roger Federer,R,185,SUI,33.8507871321,2,9165,104252,,PR,Florian Mayer,R,190,GER,31.6933607118,487,73,6-0 7-6(1),3,QF,,9,3,57,37,32,10,9,0,0,3,0,60,41,26,8,9,4,7
2015-540,Wimbledon,Grass,128,G,20150629,127,104925,1,,Novak Djokovic,R,188,SRB,28.1040383299,1,13845,103819,2,,Roger Federer,R,185,SUI,33.8891170431,2,9665,7-6(1) 6-7(10) 6-4 6-3,5,F,,13,1,145,95,70,30,21,6,7,14,3,141,94,70,23,22,6,10
2015-540,Wimbledon,Grass,128,G,20150629,120,103819,2,,Roger Federer,R,185,SUI,33.8891170431,2,9665,105138,20,,Roberto Bautista Agut,R,,ESP,27.2060232717,22,1545,6-2 6-2 6-3,5,R16,,7,0,56,38,35,13,12,0,0,2,0,84,56,30,15,13,7,13
2015-540,Wimbledon,Grass,128,G,20150629,126,103819,2,,Roger Federer,R,185,SUI,33.8891170431,2,9665,104918,3,,Andy Murray,R,190,GBR,28.1232032854,3,7450,7-5 7-5 6-4,5,SF,,20,1,91,69,58,12,17,1,1,12,1,107,79,56,14,17,7,10
2015-540,Wimbledon,Grass,128,G,20150629,64,103819,2,,Roger Federer,R,185,SUI,33.8891170431,2,9665,106000,,,Damir Dzumhur,R,172,BIH,23.1074606434,88,593,6-1 6-3 6-3,5,R128,,6,0,64,41,35,17,13,0,0,2,8,69,41,27,8,12,5,10
2015-540,Wimbledon,Grass,128,G,20150629,112,103819,2,,Roger Federer,R,185,SUI,33.8891170431,2,9665,105032,,,Samuel Groth,R,,AUS,27.6933607118,69,743,6-4 6-4 6-7(5) 6-2,5,R32,,17,1,108,67,60,28,20,0,0,21,4,130,84,61,24,20,4,8
2015-540,Wimbledon,Grass,128,G,20150629,124,103819,2,,Roger Federer,R,185,SUI,33.8891170431,2,9665,104468,12,,Gilles Simon,R,183,FRA,30.5023956194,13,2435,6-3 7-5 6-2,5,QF,,11,1,75,55,44,12,15,0,1,1,2,83,48,29,19,14,3,8
2015-540,Wimbledon,Grass,128,G,20150629,96,103819,2,,Roger Federer,R,185,SUI,33.8891170431,2,9665,105023,,,Sam Querrey,R,198,USA,27.7262149213,36,1140,6-4 6-2 6-2,5,R64,,6,2,77,47,37,19,13,2,2,7,2,79,45,32,15,13,7,12
2015-422,Cincinnati Masters,Hard,56,M,20150816,48,103819,2,,Roger Federer,R,185,SUI,34.0232717317,3,8065,104731,15,,Kevin Anderson,R,203,RSA,29.2484599589,15,1955,6-1 6-1,3,R16,,4,2,36,22,19,9,7,0,0,6,2,52,33,19,6,7,5,10
2015-422,Cincinnati Masters,Hard,56,M,20150816,52,103819,2,,Roger Federer,R,185,SUI,34.0232717317,3,8065,103852,,,Feliciano Lopez,L,188,ESP,33.9055441478,23,1530,6-3 6-4,3,QF,,8,0,53,37,31,10,10,3,3,9,2,55,30,22,12,9,2,4
2015-422,Cincinnati Masters,Hard,56,M,20150816,54,103819,2,,Roger Federer,R,185,SUI,34.0232717317,3,8065,104918,3,,Andy Murray,R,190,GBR,28.257357974,2,8660,6-4 7-6(6),3,SF,,4,2,64,35,27,23,11,0,0,9,0,80,49,36,17,11,3,4
2015-422,Cincinnati Masters,Hard,56,M,20150816,55,103819,2,,Roger Federer,R,185,SUI,34.0232717317,3,8065,104925,1,,Novak Djokovic,R,188,SRB,28.2381930185,1,14265,7-6(1) 6-3,3,F,,7,2,61,35,29,19,11,0,0,5,4,79,47,33,15,10,7,8
2015-422,Cincinnati Masters,Hard,56,M,20150816,40,103819,2,,Roger Federer,R,185,SUI,34.0232717317,3,8065,105138,,,Roberto Bautista Agut,R,,ESP,27.3401779603,22,1555,6-4 6-4,3,R32,,6,2,49,21,20,20,10,0,0,4,0,72,50,30,13,10,8,10
2015-560,US Open,Hard,128,G,20150831,126,103819,2,,Roger Federer,R,185,SUI,34.0616016427,2,9065,104527,5,,Stanislas Wawrinka,R,183,SUI,30.4257357974,5,5710,6-4 6-3 6-1,5,SF,,10,2,77,50,40,17,13,4,4,6,1,78,38,22,20,13,6,11
2015-560,US Open,Hard,128,G,20150831,96,103819,2,,Roger Federer,R,185,SUI,34.0616016427,2,9065,104327,,,Steve Darcis,R,178,BEL,31.4661190965,66,750,6-1 6-2 6-1,5,R64,,12,1,61,43,37,10,11,1,1,2,2,80,43,23,15,11,12,19
2015-560,US Open,Hard,128,G,20150831,124,103819,2,,Roger Federer,R,185,SUI,34.0616016427,2,9065,104755,12,,Richard Gasquet,R,185,FRA,29.2019164956,12,2240,6-3 6-3 6-1,5,QF,,16,2,70,53,46,8,13,0,0,1,2,73,44,27,12,12,8,13
2015-560,US Open,Hard,128,G,20150831,127,104925,1,,Novak Djokovic,R,188,SRB,28.2765229295,1,14865,103819,2,,Roger Federer,R,185,SUI,34.0616016427,2,9065,6-4 5-7 6-4 6-4,5,F,,3,5,155,96,63,32,21,19,23,11,5,137,87,62,23,21,7,13
2015-560,US Open,Hard,128,G,20150831,112,103819,2,,Roger Federer,R,185,SUI,34.0616016427,2,9065,104259,29,,Philipp Kohlschreiber,R,178,GER,31.8740588638,29,1230,6-3 6-4 6-4,5,R32,,5,4,83,50,36,18,15,2,4,1,5,72,44,31,15,14,3,8
2015-560,US Open,Hard,128,G,20150831,120,103819,2,,Roger Federer,R,185,SUI,34.0616016427,2,9065,104545,13,,John Isner,R,206,USA,30.3463381246,13,2235,7-6(0) 7-6(6) 7-5,5,R16,,13,1,111,65,54,33,18,5,5,17,1,133,91,63,22,18,9,10
2015-560,US Open,Hard,128,G,20150831,64,103819,2,,Roger Federer,R,185,SUI,34.0616016427,2,9065,104919,,,Leonardo Mayer,R,188,ARG,28.295687885,34,1140,6-1 6-2 6-2,5,R128,,11,5,66,43,36,14,12,1,1,1,7,70,40,21,14,11,3,9
2015-D075,Davis Cup WG PO: SUI vs NED,Hard,4,D,20150918,3,103819,,,Roger Federer,R,185,SUI,34.0999315537,2,9405,105217,,,Thiemo De Bakker,R,193,NED,26.984257358,144,379,6-3 6-2 6-4,5,RR,,,,,,,,,,,,,,,,,,,
2015-D075,Davis Cup WG PO: SUI vs NED,Hard,4,D,20150918,2,103819,,,Roger Federer,R,185,SUI,34.0999315537,2,9405,104619,,,Jesse Huta Galung,R,188,NED,29.9383983573,436,92,6-3 6-4 6-3,5,RR,,,,,,,,,,,,,,,,,,,
2015-5014,Shanghai Masters,Hard,56,M,20151011,40,105077,,Q,Albert Ramos,L,188,ESP,27.7344284736,70,703,103819,2,,Roger Federer,R,185,SUI,34.1765913758,3,8420,7-6(4) 2-6 6-3,3,R32,,6,3,116,87,60,15,15,4,6,15,1,77,55,46,13,14,1,2
2015-328,Basel,Hard,32,A,20151026,1,103819,1,,Roger Federer,R,185,SUI,34.2149212868,3,7930,105062,,,Mikhail Kukushkin,R,183,KAZ,27.832991102,64,762,6-1 6-2,3,R32,,5,3,40,22,20,13,8,2,2,1,2,53,28,11,14,7,9,13
2015-328,Basel,Hard,32,A,20151026,29,103819,1,,Roger Federer,R,185,SUI,34.2149212868,3,7930,106058,,,Jack Sock,R,185,USA,23.0855578371,29,1360,6-3 6-4,3,SF,,5,1,56,39,34,7,10,1,2,3,1,54,34,22,10,9,3,6
2015-328,Basel,Hard,32,A,20151026,31,103819,1,,Roger Federer,R,185,SUI,34.2149212868,3,7930,104745,3,,Rafael Nadal,L,185,ESP,29.3963039014,7,4330,6-3 5-7 6-3,3,F,,12,2,90,61,46,17,15,2,3,0,3,90,61,40,18,15,4,7
2015-328,Basel,Hard,32,A,20151026,17,103819,1,,Roger Federer,R,185,SUI,34.2149212868,3,7930,104259,,,Philipp Kohlschreiber,R,178,GER,32.0273785079,32,1230,6-4 4-6 6-4,3,R16,,13,2,80,48,42,18,15,0,1,11,0,79,52,40,16,15,1,3
2015-328,Basel,Hard,32,A,20151026,25,103819,1,,Roger Federer,R,185,SUI,34.2149212868,3,7930,105676,8,,David Goffin,R,163,BEL,24.8843258042,17,1715,6-3 3-6 6-1,3,QF,,7,4,82,43,34,19,13,2,4,2,2,75,43,27,15,12,4,8
2015-352,Paris Masters,Hard,48,M,20151102,28,103819,3,,Roger Federer,R,185,SUI,34.2340862423,2,8250,104312,,,Andreas Seppi,R,190,ITA,31.6960985626,28,1405,6-1 6-1,3,R32,,4,1,40,26,20,11,7,4,4,2,4,43,16,11,8,7,1,6
2015-352,Paris Masters,Hard,48,M,20151102,38,104545,13,,John Isner,R,206,USA,30.5188227242,13,2360,103819,3,,Roger Federer,R,185,SUI,34.2340862423,2,8250,7-6(3) 3-6 7-6(5),3,R16,,27,0,105,71,58,19,16,5,6,13,4,113,74,61,19,17,6,6
2015-605,Tour Finals,Hard,8,F,20151115,15,104925,1,,Novak Djokovic,R,188,SRB,28.4873374401,1,15285,103819,3,,Roger Federer,R,185,SUI,34.2724161533,3,7340,6-3 6-4,3,F,,5,0,56,37,23,16,9,2,2,6,2,59,38,27,9,10,6,9
2015-605,Tour Finals,Hard,8,F,20151115,13,103819,3,,Roger Federer,R,185,SUI,34.2724161533,3,7340,104527,4,,Stanislas Wawrinka,R,183,SUI,30.636550308,4,6500,7-5 6-3,3,SF,,6,3,64,41,31,15,11,1,2,6,2,63,39,27,10,10,3,6
2015-605,Tour Finals,Hard,8,F,20151115,9,103819,3,,Roger Federer,R,185,SUI,34.2724161533,3,7340,105453,8,,Kei Nishikori,R,178,JPN,25.8809034908,8,4035,7-5 4-6 6-4,3,RR,,10,4,94,51,43,13,16,7,12,2,4,95,54,38,17,16,0,6
2015-605,Tour Finals,Hard,8,F,20151115,6,103819,3,,Roger Federer,R,185,SUI,34.2724161533,3,7340,104925,1,,Novak Djokovic,R,188,SRB,28.4873374401,1,15285,7-5 6-2,3,RR,,6,2,59,38,27,9,10,6,9,5,0,56,37,23,16,9,2,2
2015-605,Tour Finals,Hard,8,F,20151115,2,103819,3,,Roger Federer,R,185,SUI,34.2724161533,3,7340,104607,6,,Tomas Berdych,R,196,CZE,30.1629021218,6,4620,6-4 6-2,3,RR,,4,4,46,28,24,9,9,0,1,4,0,52,23,16,11,9,2,6
2016-M020,Brisbane,Hard,32,A,20160104,300,105683,4,,Milos Raonic,R,196,CAN,25.0212183436,14,2170,103819,1,,Roger Federer,R,185,SUI,34.4065708419,3,8265,6-4 6-4,3,F,87,6,6,60,34,28,14,10,1,1,7,3,61,34,25,14,10,3,5
2016-M020,Brisbane,Hard,32,A,20160104,299,103819,1,,Roger Federer,R,185,SUI,34.4065708419,3,8265,106233,8,,Dominic Thiem,R,,AUT,22.3353867214,20,1600,6-1 6-4,3,SF,60,6,0,49,27,23,12,9,0,1,2,4,55,31,18,9,8,2,6
2016-M020,Brisbane,Hard,32,A,20160104,293,103819,1,,Roger Federer,R,185,SUI,34.4065708419,3,8265,104735,,Q,Tobias Kamke,R,180,GER,29.6235455168,277,185,6-2 6-1,3,R16,55,2,1,40,22,18,12,7,1,1,2,4,46,27,15,6,8,1,6
2016-M020,Brisbane,Hard,32,A,20160104,297,103819,1,,Roger Federer,R,185,SUI,34.4065708419,3,8265,105777,,,Grigor Dimitrov,R,188,BUL,24.6379192334,28,1360,6-4 6-7(4) 6-4,3,QF,127,7,1,83,52,45,19,16,0,1,8,2,104,62,46,21,16,8,11
2016-580,Australian Open,Hard,128,G,20160118,214,103819,3,,Roger Federer,R,185,SUI,34.4449007529,3,8165,105676,15,,David Goffin,R,163,BEL,25.1143052704,16,1835,6-2 6-1 6-4,5,R16,88,7,1,67,42,36,16,13,0,1,5,2,83,55,36,8,12,7,13
2016-580,Australian Open,Hard,128,G,20160118,200,103819,3,,Roger Federer,R,185,SUI,34.4449007529,3,8165,105777,27,,Grigor Dimitrov,R,188,BUL,24.6762491444,28,1420,6-4 3-6 6-1 6-4,5,R32,160,13,5,112,69,52,24,18,5,6,8,3,126,76,48,27,18,11,15
2016-580,Australian Open,Hard,128,G,20160118,172,103819,3,,Roger Federer,R,185,SUI,34.4449007529,3,8165,105238,,,Alexandr Dolgopolov,R,180,UKR,27.1950718686,35,1160,6-3 7-5 6-1,5,R64,93,25,2,72,49,43,13,14,0,0,3,7,97,55,35,18,14,8,13
2016-580,Australian Open,Hard,128,G,20160118,116,103819,3,,Roger Federer,R,185,SUI,34.4449007529,3,8165,105932,,,Nikoloz Basilashvili,R,,RUS,23.9014373717,118,493,6-2 6-1 6-2,5,R128,72,6,3,56,36,33,9,12,0,1,2,5,68,44,23,7,11,6,14
2016-580,Australian Open,Hard,128,G,20160118,221,103819,3,,Roger Federer,R,185,SUI,34.4449007529,3,8165,104607,6,,Tomas Berdych,R,196,CZE,30.3353867214,6,4560,7-6 6-2 6-4,5,QF,136,9,3,87,60,50,13,16,4,6,9,5,111,60,41,24,15,5,10
2016-580,Australian Open,Hard,128,G,20160118,224,104925,1,,Novak Djokovic,R,188,SRB,28.6598220397,1,16790,103819,3,,Roger Federer,R,185,SUI,34.4449007529,3,8165,6-1 6-2 3-6 6-3,5,SF,139,10,1,97,65,50,21,17,3,4,5,1,100,57,35,21,16,4,9
2016-0410,Monte Carlo Masters,Clay,64,M,20160411,296,104542,8,,Jo Wilfried Tsonga,R,188,FRA,30.984257358,9,3130,103819,3,,Roger Federer,R,185,SUI,34.674880219,3,7695,3-6 6-2 7-5,3,QF,126,8,4,107,60,44,20,15,3,7,1,4,84,49,33,18,14,7,12
2016-0410,Monte Carlo Masters,Clay,64,M,20160411,291,103819,3,,Roger Federer,R,185,SUI,34.674880219,3,7695,105138,14,,Roberto Bautista Agut,R,,ESP,27.9917864476,17,2015,6-2 6-4,3,R16,68,5,2,52,33,26,12,9,3,3,2,2,64,47,24,11,9,3,6
2016-0410,Monte Carlo Masters,Clay,64,M,20160411,281,103819,3,,Roger Federer,R,185,SUI,34.674880219,3,7695,104198,,,Guillermo Garcia Lopez,R,188,ESP,32.8542094456,38,1115,6-3 6-4,3,R32,74,4,3,53,34,25,12,10,2,3,0,3,59,27,18,15,9,1,4
2016-M009,Rome Masters,Clay,64,M,20160509,281,103819,3,,Roger Federer,R,185,SUI,34.7515400411,2,7525,100644,,,Alexander Zverev,R,,GER,19.0527036277,44,975,6-3 7-5,3,R32,87,1,0,59,33,27,18,11,1,2,4,2,72,43,26,15,10,6,9
2016-M009,Rome Masters,Clay,64,M,20160509,291,106233,13,,Dominic Thiem,R,,AUT,22.6803559206,15,2340,103819,3,,Roger Federer,R,185,SUI,34.7515400411,2,7525,7-6(2) 6-4,3,R16,78,5,2,63,39,31,16,11,2,3,5,1,75,47,30,17,11,3,5
2016-0321,Stuttgart,Grass,32,A,20160606,299,106233,3,,Dominic Thiem,R,,AUT,22.7570157426,7,3105,103819,1,,Roger Federer,R,185,SUI,34.8281998631,3,6655,3-6 7-6(7) 6-4,3,SF,117,9,6,102,62,46,19,15,5,8,9,2,109,69,52,17,16,2,5
2016-0321,Stuttgart,Grass,32,A,20160606,293,103819,1,,Roger Federer,R,185,SUI,34.8281998631,3,6655,126203,,,Taylor Harry Fritz,R,,USA,18.6064339493,65,768,6-4 5-7 6-4,3,R16,100,8,2,95,61,51,17,16,8,9,9,3,95,52,42,22,16,2,4
2016-0321,Stuttgart,Grass,32,A,20160606,297,103819,1,,Roger Federer,R,185,SUI,34.8281998631,3,6655,104252,,Q,Florian Mayer,R,190,GER,32.6707734428,226,229,7-6(2) 7-6(1),3,QF,85,15,3,79,49,43,15,12,5,6,5,0,84,55,37,17,12,5,6
2016-0500,Halle,Grass,32,A,20160613,293,103819,1,,Roger Federer,R,185,SUI,34.8473648186,3,6745,104291,,,Malek Jaziri,R,185,TUN,32.3969883641,64,787,6-3 7-5,3,R16,68,5,0,58,39,31,10,11,1,2,3,3,56,25,21,14,10,1,4
2016-0500,Halle,Grass,32,A,20160613,299,100644,,,Alexander Zverev,R,,GER,19.1485284052,38,1130,103819,1,,Roger Federer,R,185,SUI,34.8473648186,3,6745,7-6(4) 5-7 6-3,3,SF,126,8,4,104,68,54,23,17,6,7,7,2,97,58,46,21,16,2,3
2016-0500,Halle,Grass,32,A,20160613,297,103819,1,,Roger Federer,R,185,SUI,34.8473648186,3,6745,105676,5,,David Goffin,R,163,BEL,25.5167693361,11,2735,6-1 7-6(10),3,QF,81,6,2,53,36,28,7,9,0,3,2,2,78,46,26,12,10,8,14
2016-0500,Halle,Grass,32,A,20160613,285,103819,1,,Roger Federer,R,185,SUI,34.8473648186,3,6745,105526,,WC,Jan Lennard Struff,R,,GER,26.135523614,88,661,6-4 7-6(3),3,R32,73,11,2,56,35,33,16,11,0,0,5,2,72,36,28,22,11,3,4
2016-540,Wimbledon,Grass,128,G,20160627,224,105683,6,,Milos Raonic,R,196,CAN,25.5003422313,7,3175,103819,3,,Roger Federer,R,185,SUI,34.8856947296,3,6425,6-3 6-7(3) 4-6 7-5 6-3,5,SF,204,23,11,167,113,94,25,26,8,9,16,5,160,98,80,32,26,5,8
2016-540,Wimbledon,Grass,128,G,20160627,221,103819,3,,Roger Federer,R,185,SUI,34.8856947296,3,6425,105227,9,,Marin Cilic,R,198,CRO,27.7453798768,13,2695,6-7(4) 4-6 6-3 7-6(9) 6-3,5,QF,197,27,0,169,106,84,37,26,7,8,23,7,163,93,76,38,26,7,9
2016-540,Wimbledon,Grass,128,G,20160627,214,103819,3,,Roger Federer,R,185,SUI,34.8856947296,3,6425,105449,,,Steve Johnson,R,188,USA,26.507871321,29,1385,6-2 6-3 7-5,5,R16,96,6,2,83,55,41,20,15,3,4,8,3,101,65,40,15,14,5,10
2016-540,Wimbledon,Grass,128,G,20160627,116,103819,3,,Roger Federer,R,185,SUI,34.8856947296,3,6425,105550,,,Guido Pella,L,,ARG,26.1136208077,52,919,7-6(5) 7-6(3) 6-3,5,R128,125,12,0,94,60,53,23,17,0,0,5,1,119,75,50,27,16,8,9
2016-540,Wimbledon,Grass,128,G,20160627,172,103819,3,,Roger Federer,R,185,SUI,34.8856947296,3,6425,105650,,,Marcus Willis,L,,GBR,25.7166324435,772,26,6-0 6-3 6-4,5,R64,84,9,0,73,45,35,19,13,2,2,9,3,83,50,32,14,12,7,12
2016-540,Wimbledon,Grass,128,G,20160627,200,103819,3,,Roger Federer,R,185,SUI,34.8856947296,3,6425,105554,,,Daniel Evans,R,175,GBR,26.0971937029,91,648,6-4 6-2 6-2,5,R32,86,11,0,67,45,40,11,13,1,2,0,8,94,54,26,21,13,9,15
2017-580,Australian Open,Hard,128,G,20170116,169,103819,17,,Roger Federer,R,185,SUI,35.4414784394,17,1980,111511,,,Noah Rubin,R,,USA,20.9034907598,200,274,7-5 6-3 7-6(3),5,R64,123,17,2,112,67,55,25,17,5,6,2,3,102,57,36,28,16,5,8
2017-580,Australian Open,Hard,128,G,20170116,198,103819,17,,Roger Federer,R,185,SUI,35.4414784394,17,1980,104607,10,,Tomas Berdych,R,196,CZE,31.3319644079,10,3060,6-2 6-4 6-4,5,R32,90,8,2,70,41,39,17,14,0,0,13,3,81,51,43,9,14,1,5
2017-580,Australian Open,Hard,128,G,20170116,224,103819,17,,Roger Federer,R,185,SUI,35.4414784394,17,1980,104527,4,,Stanislas Wawrinka,R,183,SUI,31.8056125941,4,5155,7-5 6-3 1-6 4-6 6-3,5,SF,184,11,3,143,86,62,33,24,8,12,10,2,135,89,56,32,23,5,9
2017-580,Australian Open,Hard,128,G,20170116,220,103819,17,,Roger Federer,R,185,SUI,35.4414784394,17,1980,104999,,,Mischa Zverev,L,190,GER,29.4045174538,50,894,6-1 7-5 6-2,5,QF,92,9,1,79,54,37,17,14,1,2,5,0,97,72,38,13,13,9,15
2017-580,Australian Open,Hard,128,G,20170116,213,103819,17,,Roger Federer,R,185,SUI,35.4414784394,17,1980,105453,5,,Kei Nishikori,R,178,JPN,27.0499657769,5,5010,6-7(4) 6-4 6-1 4-6 6-3,5,R16,203,24,6,148,100,80,23,24,7,10,5,5,164,107,73,24,24,11,18
2017-580,Australian Open,Hard,128,G,20170116,111,103819,17,,Roger Federer,R,185,SUI,35.4414784394,17,1980,103781,,,Jurgen Melzer,L,183,AUT,35.6550308008,300,164,7-5 3-6 6-2 6-2,5,R128,125,19,1,103,66,51,20,19,1,4,4,1,111,83,47,15,18,2,9
2017-580,Australian Open,Hard,128,G,20170116,226,103819,17,,Roger Federer,R,185,SUI,35.4414784394,17,1980,104745,9,,Rafael Nadal,L,185,ESP,30.6228610541,9,3195,6-4 3-6 6-1 3-6 6-3,5,F,217,20,3,138,85,65,26,22,13,17,4,3,151,110,69,23,22,14,20
tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
